"FTSEMIB_resids","DAX_resids","CAC_resids","IBEX_resids"
-4.82633735037922,-3.39068357597939,-3.92471864698707,-3.85080096532529
-0.130570485080991,-0.027294613197915,-0.451796462770749,-0.879129253875867
-0.0606647725838314,0.401922411704346,0.468769250615395,0.138173238236549
2.15260791001737,2.76629565691569,2.52643118816607,1.61827977470073
-2.13619305132167,-1.70511449144875,-1.50150969266213,-2.98438745665615
0.459802174522627,0.984992145608975,0.740301498610507,0.433146716752394
1.03023482285038,1.23143434177728,1.00684554391342,0.985107877434715
-0.924662279729057,-1.01566378241001,-1.18657564098403,-0.738590965259171
1.22687648984695,1.58845125264909,1.50978787869078,0.809384575069201
1.22985497919437,1.03706144726117,0.91355360626473,0.351083717868717
0.721408908216485,0.60131785547948,0.267867605669707,0.784592504639924
0.607408399618014,0.126127042724194,0.964461201481903,0.873819823727553
1.16976637992649,0.381375410780477,0.786434850613152,0.371167810424649
1.86178193557205,1.2994812800433,1.47327652003042,1.3356339973588
0.201370425342753,2.11078316308065,2.02092188250231,0.553865071720482
1.01137868577364,1.50883646554041,0.841205041069761,0.939215259790302
-0.502092232876172,-1.80671292080373,-1.33748283904618,-0.832237099936427
-0.737968790662753,0.704703371197829,-0.289182889763583,-1.15796411106767
0.473331083252791,0.242493349811723,0.451669178297655,0.373997159889326
-0.395273718544083,-0.416705481341418,-0.646232794584513,-0.821879286615455
-0.0766484945912484,1.25749934962288,0.522896515833638,-0.565307183521955
2.3592593047916,0.617382747035623,1.19870962647365,1.97947924275564
-0.328724437403692,0.209963088174489,0.468345568273633,-0.150826395197869
-0.577457249970932,-0.0642613026694221,0.190391173859034,-0.329311468436707
-0.262574556740466,-0.671375801774227,-0.356748107913048,0.29835286729593
-1.81194605419787,-1.9809376837112,-1.15270247584088,-1.77415522181477
1.29829105190387,0.767987868354799,1.09016898818661,0.958343842527461
-0.616774399237674,-0.0154239337461035,-0.425827242068822,-1.0070200745011
1.59926492730988,1.57949763854312,1.19355339714418,1.3511123831469
0.77616477144778,0.428875062749869,0.897916938929386,1.2397274910788
-0.15691793660504,-0.415703095310001,-0.213745978749615,-0.362096306924836
0.425297098804627,-0.282089382527192,0.059859006563288,0.0626261209215702
1.74969509187296,0.671460782466538,1.39951577998498,0.844542241667902
0.608825112704393,0.440431040164746,1.11986757628521,0.85944038109316
0.257854225343568,0.549004413681077,-0.0820443726730254,-0.265418465700823
0.62619502707394,0.944228095235502,1.11789880429455,0.966138007360112
0.995016117135657,0.913097018777379,0.899390971685766,0.670173805801895
-1.1944505487625,0.0574652893170828,-0.164645934867917,-0.141300368583817
1.08976984513294,1.54422767278658,1.11623069376998,0.880249378052661
0.862553272111106,1.00949763926703,1.66736775866076,0.392121345694468
-0.210389101216951,0.12183136052603,-1.4522985266827,0.00212140501313524
-1.65029625975871,-1.90467212562294,-1.62868445893375,-1.85582987497484
0.612007137419621,1.25905438218533,1.26498435988642,0.33867811619319
1.20240001179819,1.34310550356239,1.28422570935608,0.711432876654528
0.169244038954292,0.573635469967185,0.0247689805113893,-0.329683600485588
0.632393643345041,0.395740449194557,-0.852250432791523,-0.38680645238997
-1.13547433508651,-1.08573282205837,-1.5576253982169,-1.57154884642838
2.16812044695698,3.52637349307096,2.56541076153302,1.04641997091974
-0.11184565318106,-0.0772274415031484,-0.245537330371003,-0.0904829417332395
-0.45944085319764,1.232311348102,0.553145242112989,0.209308842452222
1.00922187965861,3.28226271315163,1.28949348328962,0.811791633389256
-1.01704869873316,-2.35306916464801,-0.87410099225836,-0.90418322316092
-0.685135539574424,-0.546330056861935,0.10887963107705,0.212075257775554
0.972129883792142,-0.212570668984583,0.0975239571217791,0.419174267194724
1.57682057825537,1.29213168644782,1.38539662369025,3.47137869456577
-0.53423049156009,-1.39026755229944,-0.96455188450351,0.334389185571476
1.17706455915637,0.902841794716771,0.86325186618669,1.33122170858643
-0.846756235072665,-1.21951565101353,-1.84324240786193,-1.23237004653069
-1.00952800106571,-0.164894961080035,-0.305242161536658,-0.103861273061916
0.308344907439718,0.194182750492574,0.58140360140522,-0.263604599692044
1.07376915660282,1.80279468853674,1.10868049911704,1.03051848996768
-0.425712773128531,-1.03734555019993,-1.20044359247469,-0.083341396209589
0.812046578225824,0.273692033265814,0.581704540157683,0.529536197451433
-0.214651881646987,-0.28046551757582,0.26037139802159,0.724369225817769
1.70645388350229,1.29592004237113,1.79284851377766,1.11956476814787
-0.575249599724453,-0.763649694418424,-0.355123429647443,-0.889277678670219
